county,date,vaccines_started,vaccines_completed
Portage,2021-02-09,310,102
Portage,2021-02-10,274,199
Portage,2021-02-11,356,302
Portage,2021-02-12,588,278
Portage,2021-02-13,413,217
Portage,2021-02-14,78,20
Portage,2021-02-15,161,185
Portage,2021-02-16,308,208
Portage,2021-02-17,268,320
Portage,2021-02-18,387,475
Portage,2021-02-19,512,400
Portage,2021-02-20,281,611
Portage,2021-02-21,69,123
Portage,2021-02-22,128,329
Portage,2021-02-23,150,341
Portage,2021-02-24,691,570
Portage,2021-02-25,486,557
Portage,2021-02-26,923,409
Portage,2021-02-27,677,288
Portage,2021-02-28,156,95
Portage,2021-03-01,270,259
Portage,2021-03-02,439,262
Portage,2021-03-03,541,327
Portage,2021-03-04,568,339
Portage,2021-03-05,538,422
Portage,2021-03-06,140,149
Preble,2020-12-14,0,0
Preble,2020-12-15,0,0
Preble,2020-12-16,0,0
Preble,2020-12-17,1,0
Preble,2020-12-18,0,0
Preble,2020-12-19,0,0
Preble,2020-12-20,0,0
Preble,2020-12-21,5,0
Preble,2020-12-22,2,0
Preble,2020-12-23,15,0
Preble,2020-12-24,13,0
Preble,2020-12-25,0,0
Preble,2020-12-26,1,0
Preble,2020-12-27,91,0
Preble,2020-12-28,34,0
Preble,2020-12-29,100,0
Preble,2020-12-30,46,0
Preble,2020-12-31,18,0
Preble,2021-01-01,0,0
Preble,2021-01-02,1,0
Preble,2021-01-03,1,0
Preble,2021-01-04,20,0
Preble,2021-01-05,24,0
Preble,2021-01-06,29,0
Preble,2021-01-07,183,1
Preble,2021-01-08,38,0
Preble,2021-01-09,15,0
Preble,2021-01-10,7,0
Preble,2021-01-11,33,6
Preble,2021-01-12,114,1
Preble,2021-01-13,32,1
Preble,2021-01-14,32,0
Preble,2021-01-15,85,0
Preble,2021-01-16,14,0
Preble,2021-01-17,44,55
Preble,2021-01-18,6,3
Preble,2021-01-19,113,2
Preble,2021-01-20,19,17
Preble,2021-01-21,349,13
Preble,2021-01-22,22,2
Preble,2021-01-23,18,0
Preble,2021-01-24,8,0
Preble,2021-01-25,4,17
Preble,2021-01-26,39,105
Preble,2021-01-27,57,23
Preble,2021-01-28,407,119
Preble,2021-01-29,218,11
Preble,2021-01-30,361,19
Preble,2021-01-31,17,1
Preble,2021-02-01,33,20
Preble,2021-02-02,219,26
Preble,2021-02-03,68,19
Preble,2021-02-04,265,91
Preble,2021-02-05,85,53
Preble,2021-02-06,77,15
Preble,2021-02-07,41,46
Preble,2021-02-08,44,37
Preble,2021-02-09,53,104
Preble,2021-02-10,22,31
Preble,2021-02-11,130,362
Preble,2021-02-12,262,57
Preble,2021-02-13,43,11
Preble,2021-02-14,19,12
Preble,2021-02-15,4,2
Preble,2021-02-16,7,6
Preble,2021-02-17,16,128
Preble,2021-02-18,28,358
Preble,2021-02-19,79,204
Preble,2021-02-20,13,45
Preble,2021-02-21,3,25
Preble,2021-02-22,8,35
Preble,2021-02-23,6,249
Preble,2021-02-24,34,82
Preble,2021-02-25,376,179
Preble,2021-02-26,364,86
Preble,2021-02-27,53,371
Preble,2021-02-28,12,31
Preble,2021-03-01,25,49
Preble,2021-03-02,446,50
Preble,2021-03-03,22,15
Preble,2021-03-04,97,118
Preble,2021-03-05,60,112
Preble,2021-03-06,15,41
Putnam,2020-12-14,0,0
Putnam,2020-12-15,0,0
Putnam,2020-12-16,0,0
Putnam,2020-12-17,1,0
Putnam,2020-12-18,2,0
Putnam,2020-12-19,0,0
Putnam,2020-12-20,0,0
Putnam,2020-12-21,44,0
Putnam,2020-12-22,11,0
Putnam,2020-12-23,67,0
Putnam,2020-12-24,16,0
Putnam,2020-12-25,0,0
Putnam,2020-12-26,1,0
Putnam,2020-12-27,1,0
Putnam,2020-12-28,94,0
Putnam,2020-12-29,85,0
Putnam,2020-12-30,146,0
Putnam,2020-12-31,18,0
Putnam,2021-01-01,3,0
Putnam,2021-01-02,5,0
Putnam,2021-01-03,1,0
Putnam,2021-01-04,57,0
Putnam,2021-01-05,17,0
Putnam,2021-01-06,124,0
Putnam,2021-01-07,109,1
Putnam,2021-01-08,64,2
Putnam,2021-01-09,21,0
Putnam,2021-01-10,0,0
Putnam,2021-01-11,46,39
Putnam,2021-01-12,54,3
Putnam,2021-01-13,91,20
Putnam,2021-01-14,154,3
Putnam,2021-01-15,178,0
Putnam,2021-01-16,16,0
Putnam,2021-01-17,0,1
Putnam,2021-01-18,59,7
Putnam,2021-01-19,18,26
Putnam,2021-01-20,353,43
Putnam,2021-01-21,215,11
Putnam,2021-01-22,47,12
Putnam,2021-01-23,30,5
Putnam,2021-01-24,0,1
Putnam,2021-01-25,19,90
Putnam,2021-01-26,9,50
Putnam,2021-01-27,42,121
Putnam,2021-01-28,154,38
Putnam,2021-01-29,81,21
Putnam,2021-01-30,657,1
Putnam,2021-01-31,1,0
Putnam,2021-02-01,76,67
Putnam,2021-02-02,75,42
Putnam,2021-02-03,54,114
Putnam,2021-02-04,65,171
Putnam,2021-02-05,395,137
Putnam,2021-02-06,28,25
Putnam,2021-02-07,1,0
Putnam,2021-02-08,119,63
Putnam,2021-02-09,37,48
Putnam,2021-02-10,21,76
Putnam,2021-02-11,124,65
Putnam,2021-02-12,317,70
Putnam,2021-02-13,533,0
Putnam,2021-02-14,5,0
Putnam,2021-02-15,30,49
Putnam,2021-02-16,15,3
Putnam,2021-02-17,35,325
Putnam,2021-02-18,28,278
Putnam,2021-02-19,105,69
Putnam,2021-02-20,26,633
Putnam,2021-02-21,4,0
Putnam,2021-02-22,43,99
Putnam,2021-02-23,48,56
Putnam,2021-02-24,217,68
Putnam,2021-02-25,397,158
Putnam,2021-02-26,146,298
Putnam,2021-02-27,82,26
Putnam,2021-02-28,17,4
Putnam,2021-03-01,21,42
Putnam,2021-03-02,47,30
Putnam,2021-03-03,43,35
Putnam,2021-03-04,173,112
Putnam,2021-03-05,91,405
Putnam,2021-03-06,22,49
Richland,2020-12-14,2,0
Richland,2020-12-15,1,0
Richland,2020-12-16,1,0
Richland,2020-12-17,3,0
Richland,2020-12-18,9,0
Richland,2020-12-19,0,0
Richland,2020-12-20,0,0
Richland,2020-12-21,210,0
Richland,2020-12-22,90,0
Richland,2020-12-23,47,0
Richland,2020-12-24,26,0
Richland,2020-12-25,0,0
Richland,2020-12-26,17,0
Richland,2020-12-27,1,0
Richland,2020-12-28,164,0
Richland,2020-12-29,146,0
Richland,2020-12-30,234,0
Richland,2020-12-31,290,0
Richland,2021-01-01,2,0
Richland,2021-01-02,7,0
Richland,2021-01-03,64,0
Richland,2021-01-04,291,0
Richland,2021-01-05,165,2
Richland,2021-01-06,290,3
Richland,2021-01-07,192,3
Richland,2021-01-08,337,8
Richland,2021-01-09,6,0
Richland,2021-01-10,1,0
Richland,2021-01-11,208,47
Richland,2021-01-12,208,118
Richland,2021-01-13,285,37
Richland,2021-01-14,166,4
Richland,2021-01-15,447,6
Richland,2021-01-16,16,7
Richland,2021-01-17,0,2
Richland,2021-01-18,64,74
Richland,2021-01-19,384,12
Richland,2021-01-20,495,64
Richland,2021-01-21,617,26
Richland,2021-01-22,535,7
Richland,2021-01-23,132,7
Richland,2021-01-24,46,48
Richland,2021-01-25,299,93
Richland,2021-01-26,378,180
Richland,2021-01-27,372,197
Richland,2021-01-28,506,355
Richland,2021-01-29,493,136
Richland,2021-01-30,98,2
Richland,2021-01-31,41,6
Richland,2021-02-01,197,339
Richland,2021-02-02,334,240
Richland,2021-02-03,377,189
Richland,2021-02-04,450,92
Richland,2021-02-05,341,235
Richland,2021-02-06,98,25
Richland,2021-02-07,65,0
Richland,2021-02-08,199,154
Richland,2021-02-09,213,185
Richland,2021-02-10,374,426
Richland,2021-02-11,521,375
Richland,2021-02-12,268,503
Richland,2021-02-13,105,103
Richland,2021-02-14,20,31
Richland,2021-02-15,98,44
Richland,2021-02-16,184,46
Richland,2021-02-17,312,498
Richland,2021-02-18,255,535
Richland,2021-02-19,334,491
Richland,2021-02-20,98,97
Richland,2021-02-21,5,41
Richland,2021-02-22,174,361
Richland,2021-02-23,408,473
Richland,2021-02-24,168,456
Richland,2021-02-25,307,474
Richland,2021-02-26,394,432
Richland,2021-02-27,122,100
Richland,2021-02-28,67,81
Richland,2021-03-01,74,217
Richland,2021-03-02,563,222
Richland,2021-03-03,223,307
Richland,2021-03-04,623,383
Richland,2021-03-05,678,391
Richland,2021-03-06,31,27
Ross,2020-12-14,1,0
Ross,2020-12-15,0,0
Ross,2020-12-16,1,0
Ross,2020-12-17,0,0
Ross,2020-12-18,2,0
Ross,2020-12-19,0,0
Ross,2020-12-20,0,0
Ross,2020-12-21,28,0
Ross,2020-12-22,108,0
Ross,2020-12-23,83,0
Ross,2020-12-24,41,0
Ross,2020-12-25,6,0
Ross,2020-12-26,45,0
Ross,2020-12-27,8,0
Ross,2020-12-28,192,0
Ross,2020-12-29,195,0
Ross,2020-12-30,139,0
Ross,2020-12-31,97,0
Ross,2021-01-01,2,0
Ross,2021-01-02,5,0
Ross,2021-01-03,1,0
Ross,2021-01-04,133,0
Ross,2021-01-05,159,1
Ross,2021-01-06,181,1
Ross,2021-01-07,167,0
Ross,2021-01-08,172,1
Ross,2021-01-09,8,0
Ross,2021-01-10,3,0
Ross,2021-01-11,161,29
Ross,2021-01-12,193,42
Ross,2021-01-13,160,15
Ross,2021-01-14,130,1
Ross,2021-01-15,132,2
Ross,2021-01-16,2,11
Ross,2021-01-17,1,7
Ross,2021-01-18,9,44
Ross,2021-01-19,193,107
Ross,2021-01-20,349,47
Ross,2021-01-21,434,48
Ross,2021-01-22,259,68
Ross,2021-01-23,61,4
Ross,2021-01-24,4,0
Ross,2021-01-25,124,96
Ross,2021-01-26,202,106
Ross,2021-01-27,140,118
Ross,2021-01-28,478,91
Ross,2021-01-29,409,130
Ross,2021-01-30,33,4
Ross,2021-01-31,31,2
Ross,2021-02-01,144,138
Ross,2021-02-02,128,198
Ross,2021-02-03,151,181
Ross,2021-02-04,553,176
Ross,2021-02-05,152,230
Ross,2021-02-06,14,5
Ross,2021-02-07,12,1
Ross,2021-02-08,46,95
Ross,2021-02-09,102,115
Ross,2021-02-10,113,169
Ross,2021-02-11,427,289
Ross,2021-02-12,336,135
Ross,2021-02-13,29,17
Ross,2021-02-14,5,1
Ross,2021-02-15,78,33
Ross,2021-02-16,74,28
Ross,2021-02-17,131,341
Ross,2021-02-18,246,127
Ross,2021-02-19,111,159
Ross,2021-02-20,7,45
Ross,2021-02-21,3,8
Ross,2021-02-22,59,306
Ross,2021-02-23,104,500
Ross,2021-02-24,178,320
Ross,2021-02-25,1319,227
Ross,2021-02-26,671,195
Ross,2021-02-27,10,26
Ross,2021-02-28,4,10
Ross,2021-03-01,132,133
Ross,2021-03-02,94,418
Ross,2021-03-03,148,74
Ross,2021-03-04,615,235
Ross,2021-03-05,316,287
Ross,2021-03-06,7,6
Sandusky,2020-12-14,0,0
Sandusky,2020-12-15,2,0
Sandusky,2020-12-16,0,0
Sandusky,2020-12-17,3,0
Sandusky,2020-12-18,21,0
Sandusky,2020-12-19,0,0
Sandusky,2020-12-20,0,0
Sandusky,2020-12-21,69,0
Sandusky,2020-12-22,16,0
Sandusky,2020-12-23,68,0
Sandusky,2020-12-24,22,0
Sandusky,2020-12-25,0,0
Sandusky,2020-12-26,30,0
Sandusky,2020-12-27,9,0
Sandusky,2020-12-28,90,0
Sandusky,2020-12-29,187,0
Sandusky,2020-12-30,272,0
Sandusky,2020-12-31,193,0
Sandusky,2021-01-01,0,0
Sandusky,2021-01-02,10,0
Sandusky,2021-01-03,2,0
Sandusky,2021-01-04,163,4
Sandusky,2021-01-05,76,1
Sandusky,2021-01-06,101,3
Sandusky,2021-01-07,114,4
Sandusky,2021-01-08,92,11
Sandusky,2021-01-09,1,0
Sandusky,2021-01-10,0,0
Sandusky,2021-01-11,143,22
Sandusky,2021-01-12,24,3
Sandusky,2021-01-13,144,4
Sandusky,2021-01-14,167,4
Sandusky,2021-01-15,61,2
Sandusky,2021-01-16,16,11
Sandusky,2021-01-17,4,0
Sandusky,2021-01-18,69,24
Sandusky,2021-01-19,51,66
Sandusky,2021-01-20,170,124
Sandusky,2021-01-21,287,96
Sandusky,2021-01-22,358,2
Sandusky,2021-01-23,46,11
Sandusky,2021-01-24,23,5
Sandusky,2021-01-25,280,120
Sandusky,2021-01-26,83,72
Sandusky,2021-01-27,170,181
Sandusky,2021-01-28,166,121
Sandusky,2021-01-29,466,61
Sandusky,2021-01-30,52,4
Sandusky,2021-01-31,19,2
Sandusky,2021-02-01,89,111
Sandusky,2021-02-02,205,50
Sandusky,2021-02-03,383,124
Sandusky,2021-02-04,298,134
Sandusky,2021-02-05,138,80
Sandusky,2021-02-06,36,16
Sandusky,2021-02-07,31,5
Sandusky,2021-02-08,137,123
Sandusky,2021-02-09,210,63
Sandusky,2021-02-10,80,234
Sandusky,2021-02-11,169,325
Sandusky,2021-02-12,154,189
Sandusky,2021-02-13,52,19
Sandusky,2021-02-14,6,14
Sandusky,2021-02-15,36,86
Sandusky,2021-02-16,31,8
Sandusky,2021-02-17,92,291
Sandusky,2021-02-18,57,362
Sandusky,2021-02-19,99,215
Sandusky,2021-02-20,243,33
Sandusky,2021-02-21,2,29
Sandusky,2021-02-22,205,70
Sandusky,2021-02-23,196,109
Sandusky,2021-02-24,673,270
Sandusky,2021-02-25,259,263
Sandusky,2021-02-26,513,384
Sandusky,2021-02-27,117,48
Sandusky,2021-02-28,33,27
Sandusky,2021-03-01,194,78
Sandusky,2021-03-02,178,173
Sandusky,2021-03-03,98,104
Sandusky,2021-03-04,202,196
Sandusky,2021-03-05,298,70
Sandusky,2021-03-06,21,21
Scioto,2020-12-14,0,0
Scioto,2020-12-15,0,0
Scioto,2020-12-16,1,0
Scioto,2020-12-17,1,0
Scioto,2020-12-18,1,0
Scioto,2020-12-19,0,0
Scioto,2020-12-20,1,0
Scioto,2020-12-21,94,0
Scioto,2020-12-22,126,0
Scioto,2020-12-23,467,0
Scioto,2020-12-24,192,0
Scioto,2020-12-25,2,0
Scioto,2020-12-26,83,0
Scioto,2020-12-27,54,0
Scioto,2020-12-28,264,0
Scioto,2020-12-29,350,0
Scioto,2020-12-30,413,0
Scioto,2020-12-31,265,0
Scioto,2021-01-01,3,0
Scioto,2021-01-02,88,0
Scioto,2021-01-03,12,0
Scioto,2021-01-04,227,0
Scioto,2021-01-05,147,0
Scioto,2021-01-06,166,1
Scioto,2021-01-07,201,1
Scioto,2021-01-08,162,0
Scioto,2021-01-09,1,0
Scioto,2021-01-10,10,1
Scioto,2021-01-11,112,13
Scioto,2021-01-12,125,17
Scioto,2021-01-13,173,55
Scioto,2021-01-14,241,53
Scioto,2021-01-15,88,3
Scioto,2021-01-16,5,4
Scioto,2021-01-17,155,101
Scioto,2021-01-18,112,184
Scioto,2021-01-19,191,244
Scioto,2021-01-20,263,115
Scioto,2021-01-21,289,228
Scioto,2021-01-22,241,146
Scioto,2021-01-23,175,74
Scioto,2021-01-24,264,24
Scioto,2021-01-25,120,366
Scioto,2021-01-26,173,275
Scioto,2021-01-27,232,235
Scioto,2021-01-28,441,188
Scioto,2021-01-29,194,127
Scioto,2021-01-30,278,2
Scioto,2021-01-31,253,0
Scioto,2021-02-01,101,246
Scioto,2021-02-02,36,145
Scioto,2021-02-03,192,38
Scioto,2021-02-04,221,191
Scioto,2021-02-05,310,140
Scioto,2021-02-06,231,4
Scioto,2021-02-07,26,9
Scioto,2021-02-08,145,126
Scioto,2021-02-09,148,129
Scioto,2021-02-10,200,164
Scioto,2021-02-11,61,206
Scioto,2021-02-12,87,202
Scioto,2021-02-13,248,17
Scioto,2021-02-14,66,144
Scioto,2021-02-15,28,131
Scioto,2021-02-16,29,65
Scioto,2021-02-17,30,297
Scioto,2021-02-18,26,315
Scioto,2021-02-19,304,205
Scioto,2021-02-20,61,353
Scioto,2021-02-21,2,314
Scioto,2021-02-22,116,406
Scioto,2021-02-23,177,184
Scioto,2021-02-24,140,291
Scioto,2021-02-25,687,235
Scioto,2021-02-26,551,457
Scioto,2021-02-27,158,18
Scioto,2021-02-28,72,13
Scioto,2021-03-01,201,210
Scioto,2021-03-02,135,10
Scioto,2021-03-03,355,16
Scioto,2021-03-04,408,101
Scioto,2021-03-05,98,98
Scioto,2021-03-06,226,358
Seneca,2020-12-14,0,0
Seneca,2020-12-15,0,0
Seneca,2020-12-16,1,0
Seneca,2020-12-17,0,0
Seneca,2020-12-18,6,0
Seneca,2020-12-19,0,0
Seneca,2020-12-20,0,0
Seneca,2020-12-21,14,0
Seneca,2020-12-22,8,0
Seneca,2020-12-23,225,0
Seneca,2020-12-24,24,0
Seneca,2020-12-25,0,0
Seneca,2020-12-26,5,0
Seneca,2020-12-27,91,0
Seneca,2020-12-28,90,0
Seneca,2020-12-29,132,0
Seneca,2020-12-30,168,0
Seneca,2020-12-31,68,0
Seneca,2021-01-01,0,0
Seneca,2021-01-02,93,0
Seneca,2021-01-03,15,0
Seneca,2021-01-04,110,1
Seneca,2021-01-05,66,0
Seneca,2021-01-06,146,1
Seneca,2021-01-07,81,0
Seneca,2021-01-08,76,5
Seneca,2021-01-09,2,0
Seneca,2021-01-10,1,0
Seneca,2021-01-11,87,4
Seneca,2021-01-12,100,0
Seneca,2021-01-13,255,149
Seneca,2021-01-14,183,5
Seneca,2021-01-15,35,1
Seneca,2021-01-16,5,1
Seneca,2021-01-17,68,41
Seneca,2021-01-18,32,4
Seneca,2021-01-19,37,63
Seneca,2021-01-20,38,53
Seneca,2021-01-21,126,20
Seneca,2021-01-22,111,17
Seneca,2021-01-23,572,88
Seneca,2021-01-24,14,18
Seneca,2021-01-25,88,70
Seneca,2021-01-26,133,86
Seneca,2021-01-27,154,183
Seneca,2021-01-28,109,59
Seneca,2021-01-29,228,28
Seneca,2021-01-30,49,1
Seneca,2021-01-31,21,1
Seneca,2021-02-01,79,110
Seneca,2021-02-02,140,113
Seneca,2021-02-03,190,151
Seneca,2021-02-04,150,135
Seneca,2021-02-05,180,73
Seneca,2021-02-06,43,5
Seneca,2021-02-07,16,70
Seneca,2021-02-08,66,82
Seneca,2021-02-09,80,82
Seneca,2021-02-10,95,146
Seneca,2021-02-11,193,83
Seneca,2021-02-12,105,51
Seneca,2021-02-13,66,588
Seneca,2021-02-14,19,3
Seneca,2021-02-15,62,51
Seneca,2021-02-16,32,13
Seneca,2021-02-17,169,38
Seneca,2021-02-18,70,141
Seneca,2021-02-19,128,110
Seneca,2021-02-20,21,43
Seneca,2021-02-21,12,19
Seneca,2021-02-22,56,126
Seneca,2021-02-23,121,171
Seneca,2021-02-24,240,187
Seneca,2021-02-25,682,201
Seneca,2021-02-26,206,281
Seneca,2021-02-27,478,52
Seneca,2021-02-28,15,33
Seneca,2021-03-01,85,56
Seneca,2021-03-02,123,84
Seneca,2021-03-03,109,101
Seneca,2021-03-04,323,123
Seneca,2021-03-05,171,103
Seneca,2021-03-06,57,16
Shelby,2020-12-14,0,0
Shelby,2020-12-15,0,0
Shelby,2020-12-16,1,0
Shelby,2020-12-17,0,0
Shelby,2020-12-18,1,0
Shelby,2020-12-19,0,0
Shelby,2020-12-20,0,0
Shelby,2020-12-21,5,0
Shelby,2020-12-22,5,0
Shelby,2020-12-23,33,0
Shelby,2020-12-24,98,0
Shelby,2020-12-25,0,0
Shelby,2020-12-26,6,0
Shelby,2020-12-27,0,0
Shelby,2020-12-28,54,0
Shelby,2020-12-29,26,0
Shelby,2020-12-30,74,0
Shelby,2020-12-31,42,0
Shelby,2021-01-01,0,0
Shelby,2021-01-02,0,0
Shelby,2021-01-03,23,0
Shelby,2021-01-04,39,0
Shelby,2021-01-05,46,0
Shelby,2021-01-06,53,1
Shelby,2021-01-07,33,0
Shelby,2021-01-08,54,1
Shelby,2021-01-09,2,0
Shelby,2021-01-10,0,0
Shelby,2021-01-11,32,2
Shelby,2021-01-12,70,2
Shelby,2021-01-13,65,2
Shelby,2021-01-14,262,62
Shelby,2021-01-15,111,4
Shelby,2021-01-16,12,1
Shelby,2021-01-17,7,0
Shelby,2021-01-18,19,9
Shelby,2021-01-19,82,4
Shelby,2021-01-20,261,19
Shelby,2021-01-21,186,15
Shelby,2021-01-22,112,24
Shelby,2021-01-23,16,0
Shelby,2021-01-24,3,21
Shelby,2021-01-25,59,34
Shelby,2021-01-26,162,30
Shelby,2021-01-27,467,43
Shelby,2021-01-28,163,47
Shelby,2021-01-29,73,40
Shelby,2021-01-30,10,3
Shelby,2021-01-31,1,1
Shelby,2021-02-01,32,21
Shelby,2021-02-02,191,43
Shelby,2021-02-03,69,55
Shelby,2021-02-04,472,215
Shelby,2021-02-05,44,37
Shelby,2021-02-06,17,11
Shelby,2021-02-07,18,2
Shelby,2021-02-08,45,36
Shelby,2021-02-09,84,62
Shelby,2021-02-10,30,178
Shelby,2021-02-11,327,90
Shelby,2021-02-12,51,57
Shelby,2021-02-13,24,8
Shelby,2021-02-14,14,3
Shelby,2021-02-15,25,28
Shelby,2021-02-16,35,88
Shelby,2021-02-17,28,56
Shelby,2021-02-18,76,71
Shelby,2021-02-19,25,87
Shelby,2021-02-20,5,25
Shelby,2021-02-21,6,9
Shelby,2021-02-22,12,48
Shelby,2021-02-23,35,271
Shelby,2021-02-24,170,505
Shelby,2021-02-25,212,509
Shelby,2021-02-26,332,38
Shelby,2021-02-27,121,14
Shelby,2021-02-28,11,17
Shelby,2021-03-01,52,38
Shelby,2021-03-02,115,210
Shelby,2021-03-03,23,31
Shelby,2021-03-04,592,79
Shelby,2021-03-05,28,29
Shelby,2021-03-06,206,201
Stark ,2020-12-14,1,0
Stark ,2020-12-15,4,0
Stark ,2020-12-16,215,0
Stark ,2020-12-17,24,0
Stark ,2020-12-18,260,0
Stark ,2020-12-19,52,0
Stark ,2020-12-20,0,0
Stark ,2020-12-21,202,0
Stark ,2020-12-22,152,0
Stark ,2020-12-23,545,0
Stark ,2020-12-24,393,0
Stark ,2020-12-25,17,0
Stark ,2020-12-26,343,0
Stark ,2020-12-27,38,0
Stark ,2020-12-28,994,0
Stark ,2020-12-29,911,0
Stark ,2020-12-30,1153,0
Stark ,2020-12-31,543,0
Stark ,2021-01-01,22,1
Stark ,2021-01-02,319,2
Stark ,2021-01-03,68,0
Stark ,2021-01-04,681,1
Stark ,2021-01-05,896,4
Stark ,2021-01-06,959,200
Stark ,2021-01-07,941,25
Stark ,2021-01-08,892,321
Stark ,2021-01-09,251,3
Stark ,2021-01-10,19,0
Stark ,2021-01-11,283,215
Stark ,2021-01-12,591,142
Stark ,2021-01-13,675,273
Stark ,2021-01-14,809,203
Stark ,2021-01-15,529,23
Stark ,2021-01-16,286,114
Stark ,2021-01-17,42,9
Stark ,2021-01-18,237,263
Stark ,2021-01-19,251,222
Stark ,2021-01-20,1209,491
Stark ,2021-01-21,1671,353
Stark ,2021-01-22,1128,227
Stark ,2021-01-23,479,205
Stark ,2021-01-24,115,4
Stark ,2021-01-25,745,533
Stark ,2021-01-26,983,821
Stark ,2021-01-27,1895,916
Stark ,2021-01-28,1655,629
Stark ,2021-01-29,1636,592
Stark ,2021-01-30,327,271
Stark ,2021-01-31,199,80
Stark ,2021-02-01,656,324
Stark ,2021-02-02,950,833
Stark ,2021-02-03,1832,750
Stark ,2021-02-04,1802,1122
Stark ,2021-02-05,1941,702
Stark ,2021-02-06,1767,254
Stark ,2021-02-07,155,19
Stark ,2021-02-08,515,414
Stark ,2021-02-09,738,628
Stark ,2021-02-10,2149,602
Stark ,2021-02-11,1459,672
Stark ,2021-02-12,1633,625
Stark ,2021-02-13,1254,363
Stark ,2021-02-14,38,81
Stark ,2021-02-15,277,241
Stark ,2021-02-16,1344,322
Stark ,2021-02-17,1104,1198
Stark ,2021-02-18,383,1765
Stark ,2021-02-19,275,1867
Stark ,2021-02-20,697,503
Stark ,2021-02-21,42,96
Stark ,2021-02-22,345,628
Stark ,2021-02-23,577,568
Stark ,2021-02-24,893,1217
Stark ,2021-02-25,1681,976
Stark ,2021-02-26,675,1622
Stark ,2021-02-27,1072,1234
Stark ,2021-02-28,357,146
Stark ,2021-03-01,366,560
Stark ,2021-03-02,800,813
Stark ,2021-03-03,1072,1606
Stark ,2021-03-04,1537,1930
Stark ,2021-03-05,943,2072
Stark ,2021-03-06,445,365
Summit,2020-12-14,2,0
Summit,2020-12-15,1,0
Summit,2020-12-16,40,0
Summit,2020-12-17,24,0
Summit,2020-12-18,67,0
Summit,2020-12-19,8,0
Summit,2020-12-20,3,0
Summit,2020-12-21,344,0
Summit,2020-12-22,253,0
Summit,2020-12-23,737,0
Summit,2020-12-24,373,0
Summit,2020-12-25,125,0
Summit,2020-12-26,480,0
Summit,2020-12-27,154,0
Summit,2020-12-28,1207,0
Summit,2020-12-29,1566,0
Summit,2020-12-30,1599,0
Summit,2020-12-31,930,0
Summit,2021-01-01,53,0
Summit,2021-01-02,111,2
Summit,2021-01-03,170,1
Summit,2021-01-04,1046,4
Summit,2021-01-05,1512,11
Summit,2021-01-06,1650,25
Summit,2021-01-07,1525,15
Summit,2021-01-08,1499,48
Summit,2021-01-09,768,19
Summit,2021-01-10,205,2
Summit,2021-01-11,914,270
Summit,2021-01-12,820,261
Summit,2021-01-13,1332,230
Summit,2021-01-14,1089,102
Summit,2021-01-15,710,61
Summit,2021-01-16,747,69
Summit,2021-01-17,179,34
Summit,2021-01-18,834,251
Summit,2021-01-19,827,494
Summit,2021-01-20,1262,490
Summit,2021-01-21,1932,428
Summit,2021-01-22,1720,379
Summit,2021-01-23,895,84
Summit,2021-01-24,349,21
Summit,2021-01-25,1050,997
Summit,2021-01-26,1108,1279
Summit,2021-01-27,1688,1656
Summit,2021-01-28,1856,1082
Summit,2021-01-29,1753,770
Summit,2021-01-30,741,411
Summit,2021-01-31,252,292
Summit,2021-02-01,1096,966
Summit,2021-02-02,1219,1355
Summit,2021-02-03,1692,1003
Summit,2021-02-04,3056,1366
Summit,2021-02-05,1914,1101
Summit,2021-02-06,1810,348
Summit,2021-02-07,370,140
Summit,2021-02-08,780,886
Summit,2021-02-09,1031,651
Summit,2021-02-10,1198,1163
Summit,2021-02-11,2139,906
Summit,2021-02-12,2931,1436
Summit,2021-02-13,1477,650
Summit,2021-02-14,267,86
Summit,2021-02-15,540,918
Summit,2021-02-16,683,802
Summit,2021-02-17,950,1468
Summit,2021-02-18,1103,1717
Summit,2021-02-19,795,1926
Summit,2021-02-20,318,905
Summit,2021-02-21,219,274
Summit,2021-02-22,461,833
Summit,2021-02-23,587,1236
Summit,2021-02-24,1640,2012
Summit,2021-02-25,1461,2785
Summit,2021-02-26,2013,1431
Summit,2021-02-27,1420,1142
Summit,2021-02-28,557,195
Summit,2021-03-01,781,1027
Summit,2021-03-02,1310,1130
Summit,2021-03-03,2166,1044
Summit,2021-03-04,2408,1469
Summit,2021-03-05,2141,1964
Summit,2021-03-06,880,965
Trumbull,2020-12-14,0,0
Trumbull,2020-12-15,0,0
Trumbull,2020-12-16,2,0
Trumbull,2020-12-17,1,0
Trumbull,2020-12-18,9,0
Trumbull,2020-12-19,0,0
Trumbull,2020-12-20,0,0
Trumbull,2020-12-21,77,0
Trumbull,2020-12-22,319,0
Trumbull,2020-12-23,214,0
Trumbull,2020-12-24,97,0
Trumbull,2020-12-25,10,0
Trumbull,2020-12-26,25,0
Trumbull,2020-12-27,35,0
Trumbull,2020-12-28,422,0
Trumbull,2020-12-29,260,0
Trumbull,2020-12-30,404,0
Trumbull,2020-12-31,74,0
Trumbull,2021-01-01,2,0
Trumbull,2021-01-02,17,0
Trumbull,2021-01-03,11,0
Trumbull,2021-01-04,441,1
Trumbull,2021-01-05,400,0
Trumbull,2021-01-06,522,2
Trumbull,2021-01-07,484,0
Trumbull,2021-01-08,208,4
Trumbull,2021-01-09,71,3
